1,2
0,8
1,0
1,0
1,0
1,0
1,2
0,8
1,28
0,72
1,54
0,46
1,0
1,0
1,12
0,88
1,5
0,5
1,0
1,0
1,5
0,5
1,12
0,88
1,0
1,0
1,0
1,0
1,5
0,5
1,04
1,0
1,0
1,0
0,96
1,04
1,0
0,96
1,2
0,8
1,5
0,54
1,12
0,84
1,04
0,96
1,04
1,0
1,46
0,58
0,92
1,08
1,42
0,54
1,0
1,5
0,5
1,46
0,58
1,42
0,54
1,46
0,54
1,5
0,5
1,0
1,0
1,0
1,0
1,5
0,5
1,0
1,0
1,46
0,54
1,54
0,46
2,46
0,54
1,16
0,84
1,0
1,0
1,0
1,04
0,96
1,0
1,46
0,54
1,0
1,0
1,0
1,0
0,96
1,04
1,0
1,16
1,34
0,46
1,0
1,04
1,04
0,92
1,04
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,46
0,54
1,0
0,96
1,0
1,5
0,54
0,96
1,28
0,72
1,04
0,96
1,04
1,46
0,5
1,0
1,04
1,5
0,5
0,96
1,5
0,5
1,08
0,92
1,08
1,0
1,42
0,54
1,0
1,04
1,54
0,42
1,0
1,04
0,92
1,04
1,0
1,0
1,0
1,0
0,96
1,04
0,96
1,04
0,96
1,04
1,0
1,0
1,0
1,0
1,0
1,0
1,24
0,76
1,0
0,96
1,08
1,0
0,96
1,0
1,16
0,88
1,0
0,96
1,16
0,84
1,0
0,96
1,16
0,88
1,0
1,0
1,2
0,84
1,0
0,96
0,96
1,04
1,0
1,5
0,46
1,04
1,66
0,34
0,96
1,04
1,0
1,0
0,96
1,04
1,0
1,0
0,96
1,04
1,0
1,0
0,96
1,04
1,0
1,28
0,72
1,04
0,96
1,46
0,5
1,08
0,92
1,24
0,84
1,42
0,5
1,2
0,84
1,0
0,96
2,0
0,04
0,96
1,0
1,0
1,08
1,92
1,0
1,0
1,0
1,0
1,08
0,92
1,04
0,96
1,04
0,96
1,04
0,96
1,5
0,5
1,0
1,5
0,5
1,0
1,0
1,0
1,04
0,96
1,0
1,5
0,5
1,0
1,04
0,96
1,24
0,76
1,0
1,0
1,04
0,96
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,04
1,0
0,96
1,04
0,96
1,12
0,88
1,0
1,0
1,0
1,0
1,0
1,0
1,5
0,54
1,0
0,96
1,04
1,0
1,0
1,0
1,5
0,46
1,04
1,0
1,24
0,76
1,0
1,04
1,58
0,38
1,04
1,0
1,46
0,5
1,0
1,0
1,0
1,0
1,0
1,0
1,58
0,42
1,0
0,96
1,66
0,38
1,0
1,04
0,96
2,16
0,12
0,68
1,62
0,42
1,0
1,0
1,62
0,34
1,04
0,96
1,04
1,0
1,04
1,0
0,92
1,04
1,0
1,0
1,24
0,8
0,96
1,0
1,16
0,84
1,66
0,46
0,84
1,12
0,92
1,0
0,96
1,0
1,0
1,54
0,78
0,68
1,28
1,3
0,5
2,04
0,38
1,04
0,62
0,84
1,32
1,22
0,78
0,68
1,2
0,8
1,2
0,8
1,0
1,0
1,16
1,34
0,5
2,04
1,5
0,46
1,58
1,58
0,84
1,0
1,5
0,54
1,0
1,0
2,96
0,16
0,88
2,28
0,72
1,2
1,76
1,5
0,74
0,8
0,96
1,5
0,54
1,0
0,96
1,5
0,66
0,88
0,96
1,5
0,7
0,84
0,96
1,0
1,28
0,76
0,96
1,04
1,28
0,8
2,42
0,5
1,0
1,46
0,74
0,8
1,0
1,96
1,08
0,96
2,08
0,92
1,0
1,46
0,7
0,84
1,0
2,16
0,96
3,34
0,5
1,04
2,0
0,96
1,04
1,16
0,84
0,96
1,04
1,2
0,8
0,96
1,04
1,66
0,38
0,96
1,0
1,62
0,38
0,96
1,04
1,46
0,54
1,46
0,54
1,54
0,46
1,24
0,8
1,24
0,72
1,04
0,96
1,24
0,76
1,04
0,96
1,24
0,76
1,0
1,04
1,42
0,54
1,04
0,96
1,0
0,96
1,04
1,5
0,5
0,96
1,5
0,54
1,0
0,96
1,24
0,8
1,0
0,96
1,04
1,0
1,0
0,96
1,04
1,0
1,0
1,0
1,46
1,82
0,72
1,04
1,12
0,96
1,08
0,76
1,04
