0,830415258583
0,910207067923
0,630155020258
0,550102972593
0,390050924928
0,549998877263
1,0697906866
0,789738638938
0,709686591273
0,749634543608
0,949582495943
0,789478400613
0,949426352948
1,02937430528
0,469322257618
0,789270209953
0,269218162288
0,909009971628
0,708957923963
0,948905876298
0,588853828633
0,548801780968
0,308593590308
0,828541542643
0,788489494978
0,788437447313
0,988385399648
0,828281304318
0,988229256653
0,948177208988
0,908125161323
0,468073113658
0,348021065993
1,10791697066
0,947812875333
0,747760827668
0,627708780003
0,507656732338
0,507604684673
0,907500589343
0,387396494013
0,227344446348
0,827292398683
0,827240351018
0,987188303353
0,867084208023
0,947032160358
1,06698011269
0,506928065028
0,426823969698
0,986615779038
0,746563731373
0,626511683708
0,466459636043
0,506199397718
0,306147350053
0,226095302388
0,786043254723
0,905887111728
1,06583506406
0,985783016398
0,545730968733
0,905678921068
0,465626873403
0,745574825738
0,865418682743
0,705366635078
0,625314587413
0,545262539748
0,945210492083
0,705002301423
0,864950253758
0,264898206093
0,104846158428
0,944690015433
1,10463796777
1,0645859201
0,464481824773
0,464429777108
1,10422158645
0,864169538783
0,824117491118
1,10406544345
0,744013395788
0,783805205128
0,543753157463
0,383701109798
0,223649062133
0,223597014468
1,06344087147
1,10338882381
0,623336776143
0,983284728478
0,543232680813
0,823180633148
0,783024490153
0,862972442488
1,02292039482
0,742868347158
1,10271220416
0,782608108833
0,782556061168
0,422504013503
0,422451965838
0,422399918173
1,06229582284
1,26219172751
0,622139679848
1,10208763218
0,542035584518
0,741879441523
0,861827393858
0,901775346193
0,141723298528
0,621671250863
0,821619203198
1,10151510787
0,821411012538
0,581358964873
0,421306917208
0,381254869543
0,701202821878
1,22104667888
1,10099463122
0,700942583553
0,580890535888
0,620838488223
0,860786440558
0,940630297563
0,980578249898
0,340526202233
0,100474154568
0,700422106903
0,900213916243
0,620161868578
0,540109820913
0,380057773248
0,380005725583
1,13979753492
0,699745487258
0,659641391928
0,659589344263
0,779485248933
0,939433201268
0,939381153603
0,419329105938
0,779277058273
0,099225010608
1,13912091528
0,699016819948
0,578964772283
0,538912724618
0,458860676953
0,578808629288
0,298600438628
0,778548390963
0,658496343298
0,658444295633
0,818288152638
0,978236104973
1,01818405731
0,458132009643
0,658079961978
0,817975866648
1,01792381898
1,09787177132
0,857715628323
0,577663580658
