1,04
0,88
1,04
1,0
1,88
1,64
0,24
0,92
2,0
1,44
1,48
0,44
0,96
1,36
0,56
1,44
0,52
0,88
1,52
0,92
0,92
1,0
0,88
1,04
1,04
1,84
1,48
0,4
1,0
0,88
1,64
0,8
1,64
0,32
0,96
1,36
0,56
0,88
1,96
1,56
0,32
1,48
1,0
1,88
1,0
1,92
0,88
1,0
1,0
0,92
0,96
1,44
1,56
0,4
0,96
1,36
0,56
0,88
1,96
1,56
0,32
1,0
1,48
0,88
1,0
0,96
1,88
1,08
0,88
1,0
0,88
1,04
0,88
1,92
0,48
1,04
1,36
0,56
0,88
1,0
0,96
1,48
0,4
1,04
1,4
0,92
1,04
2,88
1,0
0,92
0,96
0,88
1,08
3,24
1,04
1,36
0,56
0,88
1,0
0,96
1,52
0,36
1,04
1,36
0,52
1,48
1,04
1,84
1,0
0,88
1,0
0,88
1,08
1,0
1,76
1,56
1,32
0,48
0,96
1,08
0,88
1,52
0,36
1,04
1,36
1,44
1,48
1,96
0,88
1,0
1,0
0,92
1,0
1,0
1,88
0,88
1,92
0,56
1,48
0,48
0,88
1,56
0,32
1,04
1,36
0,56
1,44
0,4
2,4
1,68
0,28
1,0
0,88
1,04
0,92
1,96
1,0
0,92
1,44
0,88
1,0
0,96
1,48
0,4
1,04
1,36
0,56
1,44
1,4
1,48
0,88
1,0
1,0
0,88
1,04
1,04
1,84
1,88
0,92
1,44
1,96
1,52
0,36
1,04
1,36
0,56
0,88
1,96
1,48
1,4
0,48
1,0
0,88
1,04
0,92
1,96
1,6
0,36
0,92
3,32
1,48
0,4
1,04
1,36
0,56
0,88
1,56
0,4
2,44
1,36
1,48
0,96
1,0
0,92
2,0
1,36
1,0
0,44
0,96
1,48
2,36
0,56
0,88
3,44
2,92
0,36
1,48
0,92
0,96
1,0
0,96
1,88
1,4
0,96
0,52
1,04
0,84
2,96
0,52
0,88
0,92
2,56
0,84
0,44
2,04
0,84
1,56
0,96
0,92
0,96
3,4
0,44
0,92
1,0
1,0
0,84
1,96
0,56
0,88
3,44
1,32
1,6
0,4
1,0
1,48
0,84
0,96
0,96
2,0
1,32
0,56
0,88
1,0
1,0
0,96
2,36
0,96
0,92
1,52
1,04
3,32
0,88
0,92
1,72
0,76
0,96
3,28
0,96
0,52
0,96
1,04
0,88
1,88
1,48
0,92
1,68
0,84
1,0
2,04
0,24
0,96
1,0
1,56
0,88
0,92
1,88
1,52
0,44
0,92
1,04
0,92
0,96
1,96
1,36
0,92
1,56
0,88
0,92
0,48
1,6
0,44
0,88
1,56
1,04
0,88
0,84
3,32
1,48
1,04
0,92
0,96
1,96
1,52
0,76
1,56
0,88
0,48
0,92
1,56
0,48
0,88
0,92
1,64
0,88
1,32
2,88
0,96
0,52
0,96
1,0
0,96
3,44
1,28
2,0
0,96
0,48
1,56
0,4
0,88
1,52
1,92
0,92
2,04
1,24
0,52
0,92
1,04
0,96
0,96
1,96
1,32
1,48
0,96
3,92
0,48
0,84
0,96
1,96
0,56
0,92
1,96
0,4
1,88
0,52
1,04
0,92
0,92
1,96
1,36
1,04
0,44
1,04
0,84
3,0
0,48
0,88
0,92
1,64
0,84
0,96
1,88
